# Complete Spanish Dictionary
# Generated from story and phrases
# Format: word | [IPA]
# Total words: 1998

abajo | [aβˈaxo]
posibilidades | [pˌosiβˌiliðˈaðes]
posibles | [posˈiβles]
potable | [potˈaβle]
precaución | [pɾˌekaʊθjˈɔn]
precio | [pɾˈeθjo]
preciosas | [pɾeθjˈosas]
precioso | [pɾeθjˈoso]
precisamente | [pɾˌeθisamˈɛnte]
prefieres | [pɾefjˈɛɾɛs]
pregunta | [pɾeɣˈunta]
preguntemos | [pɾˌeɣuntˈemos]
preocupación | [pɾˌeokˌupaθjˈɔn]
preocupas | [pɾˌeokˈupas]
prepara | [pɾepˈaɾa]
preparada | [pɾˌepaɾˈaða]
prescription | [pɾeskɾˈipːtjɔn]
presentar | [pɾˌesɛntˈaɾ]
pretender | [pɾˌetɛndˈɛɾ]
price | [pɾˈiθe]
primero | [pɾimˈɛɾɔ]
probarlo | [pɾoβˈaɾlo]
problem | [pɾˈɔβlem]
problema | [pɾɔβlˈema]
profesionales | [pɾˌofesjonˈales]
profunda | [pɾofˈunda]
profundamente | [pɾˌofundamˈɛnte]
pronto | [pɾˈɔnto]
propietario | [pɾˌopjetˈaɾjo]
proteger | [pɾˌotexˈɛɾ]
provecho | [pɾoβˈetʃo]
proyectamos | [pɾˌojjektˈamos]
proyectando | [pɾˌojjektˈando]
prueba | [pɾuˈeβa]
próximo | [pɾˈɔksimo]
public | [puβlˈik]
pueblo | [pwˈeβlo]
puede | [pwˈeðe]
puedes | [pwˈeðes]
puedo | [pwˈeðo]
puerta | [pwˈɛɾta]
puesto | [pwˈesto]
puro | [pˈuɾɔ]
pwˈeðe | [pˈe ˌuβe ðˈɔβle (en)stɹˈɛs(es) ˈe ðˈe ˈe]
pwˈeðes | [pˈe ˌuβe ðˈɔβle (en)stɹˈɛs(es) ˈe ðˈe ˈe ˈɛse]
pwˈeðo | [pˈe ˌuβe ðˈɔβle (en)stɹˈɛs(es) ˈe ðˈe ˈo]
pánico | [pˈaniko]
pérdida | [pˈɛɾðiða]
público | [pˈuβliko]
públicos | [pˈuβlikos]
pɔðɾˈia | [pˈe (en)ˌəʊpənˈɔː(es) dˈe (en)ˈɑːtap stɹˈɛs(es) ˈi ˈa]
pɔɾ | [pˈe (en)ˌəʊpənˈɔː ˈɑːtap(es)]
pɛɾsˈonas | [pˈe (en)ˌəʊpənˈɛː ˈɑːtap(es) ˈɛse (en)stɹˈɛs(es) ˈo ˈɛne ˈa ˈɛse]
pɛɾðˈiða | [pˈe (en)ˌəʊpənˈɛː ˈɑːtap(es) dˈe (en)stɹˈɛs(es) ˈi ðˈe ˈa]
pɛɾðˈiðo | [pˈe (en)ˌəʊpənˈɛː ˈɑːtap(es) dˈe (en)stɹˈɛs(es) ˈi ðˈe ˈo]
pɛɾðˈiðos | [pˈe (en)ˌəʊpənˈɛː ˈɑːtap(es) dˈe (en)stɹˈɛs(es) ˈi ðˈe ˈo ˈɛse]
pɛɾðˈɔn | [pˈe (en)ˌəʊpənˈɛː ˈɑːtap(es) dˈe (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
pɾoβˈaɾlo | [pˈe (en)ˈɑːtap(es) ˈo (en)bˈiːtə stɹˈɛs(es) ˈa (en)ˈɑːtap(es) ˈɛle ˈo]
pɾoβˈetʃo | [pˈe (en)ˈɑːtap(es) ˈo (en)bˈiːtə stɹˈɛs(es) ˈe tˈe (en)ˈɛʃ(es) ˈo]
pɾɔβlˈema | [pˈe (en)ˈɑːtap ˌəʊpənˈɔː bˈiːtə(es) ˈɛle (en)stɹˈɛs(es) ˈe ˈɛme ˈa]
pɾˈeθjo | [pˈe (en)ˈɑːtap stɹˈɛs(es) ˈe (en)θˈiːtə(es) xˈɔta ˈo]
pɾˈɔksimo | [pˈe (en)ˈɑːtap stɹˈɛs ˌəʊpənˈɔː(es) kˈa ˈɛse ˈi ˈɛme ˈo]
pɾˈɔnto | [pˈe (en)ˈɑːtap stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne tˈe ˈo]
pɾˌesɛntˈaɾ | [pˈe (en)ˈɑːtap sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛse (en)ˌəʊpənˈɛː(es) ˈɛne tˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
pˈoko | [pˈe (en)stɹˈɛs(es) ˈo kˈa ˈo]
pˈuβliko | [pˈe (en)stɹˈɛs(es) ˈu (en)bˈiːtə(es) ˈɛle ˈi kˈa ˈo]
pˈuβlikos | [pˈe (en)stɹˈɛs(es) ˈu (en)bˈiːtə(es) ˈɛle ˈi kˈa ˈo ˈɛse]
pˌasapˈɔɾte | [pˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛse ˈa pˈe (en)stɹˈɛs ˌəʊpənˈɔː ˈɑːtap(es) tˈe ˈe]
pˌaɾa | [pˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈa (en)ˈɑːtap(es) ˈa]
pˌeˌiˈɛne | [pˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈi (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne ˈe]
pˌoliθˈia | [pˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈo ˈɛle ˈi (en)θˈiːtə stɹˈɛs(es) ˈi ˈa]
qualifications | [kwˌalifikˈatjɔns]
que | [kˈe]
queda | [kˈeða]
quedado | [keðˈaðo]
quedan | [kˈeðan]
quedarme | [keðˈaɾme]
quedarnos | [keðˈaɾnos]
quedémonos | [keðˈɛmonos]
queja | [kˈexa]
querida | [kɛɾˈiða]
quería | [kɛɾˈia]
querías | [kɛɾˈias]
queso | [kˈeso]
quesos | [kˈesos]
quien | [kjˈɛn]
quienes | [kjˈenes]
quiere | [kjˈɛɾɛ]
quieres | [kjˈɛɾɛs]
quiero | [kjˈɛɾɔ]
quince | [kˈinθe]
quisiera | [kisjˈɛɾa]
quita | [kˈita]
quizás | [kiθˈas]
quién | [kjˈɛn]
qué | [kˈɛ]
quédese | [kˈɛðese]
randonnée | [rˌandɔnnˈɛe]
raro | [rˈaɾɔ]
raros | [rˈaɾɔs]
rate | [rˈate]
rato | [rˈato]
razón | [raθˈɔn]
realmente | [rˌealmˈɛnte]
receive | [reθˈeɪβe]
received | [rˌeθeɪβˈed]
receta | [reθˈeta]
recibe | [reθˈiβe]
recibido | [rˌeθiβˈiðo]
recibí | [rˌeθiβˈi]
reclamación | [rˌeklamaθjˈɔn]
recoge | [rekˈoxe]
recomienda | [rˌekomjˈɛnda]
recommend | [rˌekɔmmˈɛnd]
reconoció | [rˌekonoθjˈɔ]
reconozco | [rˌekonˈɔθko]
recto | [rˈekto]
recuerda | [rekwˈɛɾða]
recuerdan | [rekwˈɛɾðan]
recuerdos | [rekwˈɛɾðos]
recupera | [rˌekupˈɛɾa]
recuperado | [rˌekupɛɾˈaðo]
reembolsado | [rˌeembɔlsˈaðo]
reembolso | [rˌeembˈɔlso]
reencuentro | [rˌeɛnkwˈɛntɾo]
reflexiona | [rˌefleksjˈona]
reflexión | [rˌefleksjˈɔn]
refugio | [refˈuxjo]
refund | [refˈund]
regalo | [reɣˈalo]
regalos | [reɣˈalos]
regresa | [reɣɾˈesa]
regresan | [reɣɾˈesan]
reimbursed | [rˌeɪmbuɾsˈed]
relación | [rˌelaθjˈɔn]
reloj | [relˈɔx]
rent | [rˈɛnt]
repeat | [rˌepeˈat]
repente | [repˈɛnte]
repentino | [rˌepɛntˈino]
repetir | [rˌepetˈiɾ]
reprocha | [repɾˈotʃa]
requeridas | [rˌekɛɾˈiðas]
requiere | [rekjˈɛɾɛ]
required | [rˌekiɾˈɛd]
rescate | [reskˈate]
rescatista | [rˌeskatˈista]
rescatistas | [rˌeskatˈistas]
reserva | [resˈɛɾβa]
reservation | [rˌesɛɾβˈatjɔn]
respira | [respˈiɾa]
respiración | [rˌespiɾaθjˈɔn]
responde | [respˈɔnde]
resuena | [reswˈena]
resˈɛɾβa | [ˈɛɾe ˈe ˈɛse (en)stɹˈɛs ˌəʊpənˈɛː ˈɑːtap bˈiːtə(es) ˈa]
retiro | [retˈiɾɔ]
retoma | [retˈoma]
retrasado | [rˌetɾasˈaðo]
retˈiɾɔ | [ˈɛɾe ˈe tˈe (en)stɹˈɛs(es) ˈi (en)ˈɑːtap ˌəʊpənˈɔː(es)]
revisa | [reβˈisa]
revisar | [rˌeβisˈaɾ]
reɣˈalo | [ˈɛɾe ˈe (en)ɡˈamə stɹˈɛs(es) ˈa ˈɛle ˈo]
reθˈeta | [ˈɛɾe ˈe (en)θˈiːtə stɹˈɛs(es) ˈe tˈe ˈa]
right | [rˈiɣt]
rioja | [riˈoxa]
robado | [roβˈaðo]
rocas | [rˈokas]
roja | [rˈoxa]
room | [rˈoɔm]
ropa | [rˈopa]
rostro | [rˈɔstɾo]
round-trip | [rˈowndtɾˈip]
roβˈaðo | [ˈɛɾe ˈo (en)bˈiːtə stɹˈɛs(es) ˈa ðˈe ˈo]
ruido | [ruˈiðo]
ruiz | [ruˈiθ]
ruta | [rˈuta]
rutas | [rˈutas]
rápidamente | [rˈapiðˌamɛnte]
rápido | [rˈapiðo]
rˈekto | [ˈɛɾe (en)stɹˈɛs(es) ˈe kˈa tˈe ˈo]
rˌeembɔlsˈaðo | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈe ˈɛme βˈe (en)ˌəʊpənˈɔː(es) ˈɛle ˈɛse (en)stɹˈɛs(es) ˈa ðˈe ˈo]
rˌeembˈɔlso | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈe ˈɛme βˈe (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛle ˈɛse ˈo]
rˌeklamaθjˈɔn | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe kˈa ˈɛle ˈa ˈɛme ˈa (en)θˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
rˌekomjˈɛnda | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe kˈa ˈo ˈɛme xˈɔta (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne ðˈe ˈa]
rˌekɛɾˈiðas | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe kˈa (en)ˌəʊpənˈɛː ˈɑːtap stɹˈɛs(es) ˈi ðˈe ˈa ˈɛse]
rˌepetˈiɾ | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe pˈe ˈe tˈe (en)stɹˈɛs(es) ˈi (en)ˈɑːtap(es)]
rˌetɾasˈaðo | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe tˈe (en)ˈɑːtap(es) ˈa ˈɛse (en)stɹˈɛs(es) ˈa ðˈe ˈo]
rˌeβisˈaɾ | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe (en)bˈiːtə(es) ˈi ˈɛse (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
rˌeθiβˈiðo | [ˈɛɾe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe (en)θˈiːtə(es) ˈi (en)bˈiːtə stɹˈɛs(es) ˈi ðˈe ˈo]
saben | [sˈaβɛn]
sabes | [sˈaβes]
sabido | [saβˈiðo]
sabré | [saβɾˈɛ]
saca | [sˈaka]
safe | [sˈafe]
salario | [salˈaɾjo]
salary | [salˈaɾi]
saldo | [sˈalðo]
saldrá | [salðɾˈa]
sale | [sˈale]
salir | [salˈiɾ]
salud | [salˈud]
salvo | [sˈalβo]
salvos | [sˈalβos]
salvó | [salβˈɔ]
salˈaɾjo | [ˈɛse ˈa ˈɛle (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) xˈɔta ˈo]
salˈud | [ˈɛse ˈa ˈɛle (en)stɹˈɛs(es) ˈu ðˈe]
sanos | [sˈanos]
say | [sˈaɪ]
se | [sˈe]
sea | [sˈea]
second | [sekˈɔnd]
see | [sˈee]
segovia | [seɣˈoβja]
seguir | [seɣˈiɾ]
seguiremos | [sˌeɣiɾˈɛmos]
seguirla | [seɣˈiɾla]
seguirán | [sˌeɣiɾˈan]
segundo | [seɣˈundo]
segura | [seɣˈuɾa]
seguridad | [sˌeɣuɾiðˈad]
seguro | [seɣˈuɾɔ]
seguros | [seɣˈuɾɔs]
semana | [semˈana]
sencilla | [sɛnθˈiʎa]
senderismo | [sˌɛndɛɾˈismo]
sendero | [sɛndˈɛɾɔ]
sentada | [sɛntˈaða]
sentir | [sɛntˈiɾ]
sentirme | [sɛntˈiɾme]
sepa | [sˈepa]
separación | [sˌepaɾaθjˈɔn]
separados | [sˌepaɾˈaðos]
separan | [sepˈaɾan]
separemos | [sˌepaɾˈɛmos]
ser | [sˈɛɾ]
seremos | [sɛɾˈɛmos]
serio | [sˈɛɾjo]
service | [sˈeɾβis]
servicio | [sɛɾβˈiθjo]
servicios | [sɛɾβˈiθjos]
será | [sɛɾˈa]
serás | [sɛɾˈas]
sesenta | [sesˈɛnta]
seven | [sˈeβɛn]
señal | [seɲˈal]
señala | [seɲˈala]
señales | [seɲˈales]
señas | [sˈeɲas]
seɣˈundo | [ˈɛse ˈe (en)ɡˈamə stɹˈɛs(es) ˈu ˈɛne ðˈe ˈo]
seɣˈuɾɔ | [ˈɛse ˈe (en)ɡˈamə stɹˈɛs(es) ˈu (en)ˈɑːtap ˌəʊpənˈɔː(es)]
show | [ʃˈɔw]
si | [sˈi]
sick | [sˈik]
sido | [sˈiðo]
siempre | [sjˈempɾe]
sienta | [sjˈɛnta]
sientan | [sjˈɛntan]
siente | [sjˈɛnte]
sientes | [sjˈɛntes]
siento | [sjˈɛnto]
siete | [sjˈete]
siga | [sˈiɣa]
significa | [sˌiɡnifˈika]
significado | [sˌiɡnifikˈaðo]
sigue | [sˈiɣe]
siguen | [sˈiɣɛn]
siguiente | [siɣjˈɛnte]
silencio | [silˈɛnθjo]
simple | [sˈimple]
simplemente | [sˌimplemˈɛnte]
sin | [sˈin]
sino | [sˈino]
sintiendo | [sintjˈɛndo]
sirve | [sˈiɾβe]
situación | [sˌitwaθjˈɔn]
size | [sˈiθe]
siŋ | [sˈin]
sjˈempɾe | [ˈɛse xˈɔta (en)stɹˈɛs(es) ˈe ˈɛme pˈe (en)ˈɑːtap(es) ˈe]
sjˈete | [ˈɛse xˈɔta (en)stɹˈɛs(es) ˈe tˈe ˈe]
sjˈɛnto | [ˈɛse xˈɔta (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne tˈe ˈo]
slowly | [slˈɔwli]
so | [sˈo]
so-so | [sˈosˈo]
sobre | [sˈɔβɾe]
sobrecoge | [sˌɔβɾekˈoxe]
sobrevivido | [sˌɔβɾeβiβˈiðo]
sobrevivir | [sˌɔβɾeβiβˈiɾ]
socorrista | [sˌokɔrˈista]
socorristas | [sˌokɔrˈistas]
socorro | [sokˈɔro]
sofá | [sofˈa]
sofía | [sofˈia]
sois | [sˈoɪs]
sol | [sˈɔl]
sola | [sˈola]
soledades | [sˌoleðˈaðes]
solo | [sˈolo]
someone | [sˌomeˈone]
somos | [sˈomos]
son | [sˈɔn]
sonido | [sonˈiðo]
sonidos | [sonˈiðos]
sonrisa | [sɔnrˈisa]
sonríe | [sɔnrˈie]
soon | [sˈoɔn]
sopa | [sˈopa]
sophie | [sˈofje]
sopla | [sˈɔpla]
sorprendido | [sˌɔɾpɾɛndˈiðo]
sorry | [sˈɔri]
sosteniendo | [sˌɔstenjˈɛndo]
soy | [sˈoɪ]
speak | [speˈak]
start | [stˈaɾt]
station | [stˈatjɔn]
still | [stˈiʎ]
stolen | [stˈolɛn]
stomachache | [stˌomatʃˈatʃe]
stop | [stˈɔp]
straight | [stɾˈaɪɣt]
su | [sˈu]
suavemente | [swˌaβemˈɛnte]
subamos | [suβˈamos]
sube | [sˈuβe]
suben | [sˈuβɛn]
sucede | [suθˈeðe]
sucediendo | [sˌuθeðjˈɛndo]
suerte | [swˈɛɾte]
sueño | [swˈeɲo]
sueños | [swˈeɲos]
supervivencia | [sˌupɛɾβiβˈɛnθja]
surgen | [sˈuɾxɛn]
sus | [sˈus]
suspira | [suspˈiɾa]
suéter | [swˈɛtɛɾ]
swallowed | [swˌaʎowˈed]
sé | [sˈɛ]
sí | [sˈi]
sólida | [sˈɔliða]
sólido | [sˈɔliðo]
sɛɾβˈiθjo | [ˈɛse (en)ˌəʊpənˈɛː ˈɑːtap bˈiːtə stɹˈɛs(es) ˈi (en)θˈiːtə(es) xˈɔta ˈo]
sɛɾβˈiθjos | [ˈɛse (en)ˌəʊpənˈɛː ˈɑːtap bˈiːtə stɹˈɛs(es) ˈi (en)θˈiːtə(es) xˈɔta ˈo ˈɛse]
sˈale | [ˈɛse (en)stɹˈɛs(es) ˈa ˈɛle ˈe]
sˈalðo | [ˈɛse (en)stɹˈɛs(es) ˈa ˈɛle ðˈe ˈo]
sˈi | [ˈɛse (en)stɹˈɛs(es) ˈi]
sˈiðo | [ˈɛse (en)stɹˈɛs(es) ˈi ðˈe ˈo]
sˈoɪ | [ˈɛse (en)stɹˈɛs(es) ˈo (en)smˈɔːlkˌapˈaɪ(es)]
sˈɔn | [ˈɛse (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
sˈɛ | [ˈɛse (en)stɹˈɛs ˌəʊpənˈɛː(es)]
sˈɛɾ | [ˈɛse (en)stɹˈɛs ˌəʊpənˈɛː ˈɑːtap(es)]
sˌiɡnifˈika | [ˈɛse (en)sˈɛkəndɹɪstɹˌɛs(es) ˈi xˈe ˈɛne ˈi ˈɛfe (en)stɹˈɛs(es) ˈi kˈa ˈa]
table | [tˈaβle]
take | [tˈake]
tal | [tˈal]
talla | [tˈaʎa]
tallos | [tˈaʎos]
también | [tambjˈɛn]
tampoco | [tampˈoko]
tan | [tˈan]
tantas | [tˈantas]
tanto | [tˈanto]
tarda | [tˈaɾða]
tarde | [tˈaɾðe]
tarifas | [taɾˈifas]
tarjeta | [taɾxˈeta]
tarjetas | [taɾxˈetas]
tasa | [tˈasa]
taɾxˈeta | [tˈe ˈa (en)ˈɑːtap(es) ˈɛkis (en)stɹˈɛs(es) ˈe tˈe ˈa]
taɾxˈetas | [tˈe ˈa (en)ˈɑːtap(es) ˈɛkis (en)stɹˈɛs(es) ˈe tˈe ˈa ˈɛse]
taɾˈifas | [tˈe ˈa (en)ˈɑːtap stɹˈɛs(es) ˈi ˈɛfe ˈa ˈɛse]
te | [tˈe]
tela | [tˈela]
teléfono | [telˈɛfono]
teléfonos | [telˈɛfonos]
telˈɛfono | [tˈe ˈe ˈɛle (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛfe ˈo ˈɛne ˈo]
temblando | [temblˈando]
temperatura | [tˌempɛɾatˈuɾa]
tenemos | [tenˈemos]
tener | [tenˈɛɾ]
tengan | [tˈɛŋɡan]
tengas | [tˈɛŋɡas]
tengo | [tˈɛŋɡo]
tenido | [tenˈiðo]
tensa | [tˈɛnsa]
tenéis | [tenˈɛis]
tenía | [tenˈia]
terminada | [tˌɛɾminˈaða]
terriblemente | [tˌɛriβlemˈɛnte]
thank | [tˈaŋk]
that | [tˈat]
that's | [tˈats]
the | [tˈe]
there | [tˈɛɾɛ]
there's | [tˈɛɾɛs]
this | [tˈis]
ti | [tˈi]
ticket | [tikˈet]
tiempo | [tjˈempo]
tienda | [tjˈɛnda]
tiene | [tjˈene]
tienen | [tjˈenɛn]
tienes | [tjˈenes]
time | [tˈime]
tinto | [tˈinto]
tiritaba | [tˌiɾitˈaβa]
tjˈempo | [tˈe xˈɔta (en)stɹˈɛs(es) ˈe ˈɛme pˈe ˈo]
tjˈene | [tˈe xˈɔta (en)stɹˈɛs(es) ˈe ˈɛne ˈe]
tjˈenes | [tˈe xˈɔta (en)stɹˈɛs(es) ˈe ˈɛne ˈe ˈɛse]
tjˈenɛn | [tˈe xˈɔta (en)stɹˈɛs(es) ˈe ˈɛne (en)ˌəʊpənˈɛː(es) ˈɛne]
to | [tˈo]
toca | [tˈoka]
tocan | [tˈokan]
tocarlas | [tokˈaɾlas]
toda | [tˈoða]
todas | [tˈoðas]
todavía | [tˌoðaβˈia]
today | [toðˈaɪ]
todo | [tˈoðo]
todos | [tˈoðos]
toilets | [toɪlˈets]
toma | [tˈoma]
tomamos | [tomˈamos]
toman | [tˈoman]
tomar | [tomˈaɾ]
tomates | [tomˈates]
tomo | [tˈomo]
tomorrow | [tˌomɔrˈɔw]
tontos | [tˈɔntos]
too | [tˈoo]
tormentas | [tɔɾmˈɛntas]
tosiendo | [tosjˈɛndo]
tosjˈɛndo | [tˈe ˈo ˈɛse xˈɔta (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne ðˈe ˈo]
tostada | [tɔstˈaða]
trabajo | [tɾaβˈaxo]
trae | [tɾˈae]
tragada | [tɾaɣˈaða]
train | [tɾˈaɪn]
tranquilo | [tɾankˈilo]
transfer | [tɾansfˈɛɾ]
transferencia | [tɾˌansfɛɾˈɛnθja]
transferir | [tɾˌansfɛɾˈiɾ]
transforma | [tɾansfˈɔɾma]
transformación | [tɾˌansfɔɾmaθjˈɔn]
transformado | [tɾˌansfɔɾmˈaðo]
transport | [tɾanspˈɔɾt]
transporte | [tɾanspˈɔɾte]
traído | [tɾaˈiðo]
tren | [tɾˈɛn]
trenes | [tɾˈenes]
tres | [tɾˈes]
trip | [tɾˈip]
tristeza | [tɾistˈeθa]
trozo | [tɾˈoθo]
try | [tˌeˌɛɾeˌiɣɾiˈeɣa]
tu | [tˈu]
tuviera | [tuβjˈɛɾa]
two | [tˌeˌuβe ðˌɔβleˈo]
té | [tˈɛ]
tú | [tˈu]
tɾanspˈɔɾte | [tˈe (en)ˈɑːtap(es) ˈa ˈɛne ˈɛse pˈe (en)stɹˈɛs ˌəʊpənˈɔː ˈɑːtap(es) tˈe ˈe]
tɾaɣˈaða | [tˈe (en)ˈɑːtap(es) ˈa (en)ɡˈamə stɹˈɛs(es) ˈa ðˈe ˈa]
tɾaβˈaxo | [tˈe (en)ˈɑːtap(es) ˈa (en)bˈiːtə stɹˈɛs(es) ˈa ˈɛkis ˈo]
tɾˈɛn | [tˈe (en)ˈɑːtap stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne]
tɾˌansfɛɾˈiɾ | [tˈe (en)ˈɑːtap sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛne ˈɛse ˈɛfe (en)ˌəʊpənˈɛː ˈɑːtap stɹˈɛs(es) ˈi (en)ˈɑːtap(es)]
tɾˌansfɛɾˈɛnθja | [tˈe (en)ˈɑːtap sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛne ˈɛse ˈɛfe (en)ˌəʊpənˈɛː ˈɑːtap stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne (en)θˈiːtə(es) xˈɔta ˈa]
tˈasa | [tˈe (en)stɹˈɛs(es) ˈa ˈɛse ˈa]
tˈaɾða | [tˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) dˈe ˈa]
tˈaɾðe | [tˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) dˈe ˈe]
tˈaʎa | [tˈe (en)stɹˈɛs(es) ˈa (en)tˈɜːndwˈaɪ(es) ˈa]
tˈoðo | [tˈe (en)stɹˈɛs(es) ˈo ðˈe ˈo]
tˈu | [tˈe (en)stɹˈɛs(es) ˈu]
tˈɛŋɡas | [tˈe (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne xˈe ˈa ˈɛse]
tˈɛŋɡo | [tˈe (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne xˈe ˈo]
tˌoðaβˈia | [tˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈo ðˈe ˈa (en)bˈiːtə stɹˈɛs(es) ˈi ˈa]
un | [ˈun]
una | [ˈuna]
unas | [ˈunas]
understand | [ˌundɛɾstˈand]
uno | [ˈuno]
unos | [ˈunos]
usando | [usˈando]
used | [usˈed]
usted | [ustˈed]
ustedes | [ustˈeðes]
ustˈed | [ˈu ˈɛse tˈe (en)stɹˈɛs(es) ˈe ðˈe]
usó | [usˈɔ]
usˈɔ | [ˈu ˈɛse (en)stɹˈɛs ˌəʊpənˈɔː(es)]
utilities | [ˌutilˈitjes]
va | [bˈa]
vagón | [baɣˈɔn]
vale | [bˈale]
valentía | [bˌalɛntˈia]
valle | [bˈaʎe]
vamos | [bˈamos]
van | [bˈan]
vas | [bˈas]
ve | [bˈe]
veces | [bˈeθes]
vegetarian | [bˌexetˈaɾjan]
vegetariana | [bˌexetaɾjˈana]
vegetariano | [bˌexetaɾjˈano]
vemos | [bˈemos]
vengo | [bˈɛŋɡo]
venido | [benˈiðo]
venimos | [benˈimos]
ventana | [bɛntˈana]
ventanilla | [bˌɛntanˈiʎa]
veo | [bˈeo]
ver | [bˈɛɾ]
verdad | [bɛɾðˈad]
verdadero | [bˌɛɾðaðˈɛɾɔ]
verdes | [bˈɛɾðes]
verificar | [bˌɛɾifikˈaɾ]
very | [bˈɛɾi]
verán | [bɛɾˈan]
verás | [bɛɾˈas]
vez | [bˈeθ]
viajar | [bjaxˈaɾ]
viaje | [bjˈaxe]
vida | [bˈiða]
vidas | [bˈiðas]
vieja | [bjˈexa]
viento | [bjˈɛnto]
vinimos | [binˈimos]
vino | [bˈino]
vinos | [bˈinos]
vinoteca | [bˌinotˈeka]
vista | [bˈista]
visto | [bˈisto]
viva | [bˈiβa]
vivió | [biβjˈɔ]
vivo | [bˈiβo]
volver | [bɔlβˈɛɾ]
volverte | [bɔlβˈɛɾte]
voy | [bˈoɪ]
voz | [bˈɔθ]
vuelo | [bwˈelo]
vuelta | [bwˈelta]
vueltas | [bwˈeltas]
vuelve | [bwˈelβe]
vuelvo | [bwˈelβo]
wake | [wˈake]
was | [wˈas]
wasn't | [wˈasnt]
watch | [wˈattʃ]
water | [watˈɛɾ]
way | [wˈaɪ]
welcome | [welkˈome]
well | [wˈeʎ]
what | [wˈat]
what's | [wˈats]
when | [wˈɛn]
where | [wˈɛɾɛ]
willingly | [wiʎˈiŋɡli]
with | [wˈit]
withdrawal | [wˌitðɾawˈal]
without | [witˈowt]
work | [wˈɔɾk]
would | [wˈowld]
ya | [ʝˈa]
year | [ʝeˈaɾ]
yergue | [ʝˈɛɾɣe]
yes | [ʝˈes]
yesterday | [ʝˌestɛɾðˈaɪ]
yet | [ʝˈet]
yo | [ʝˈo]
you | [ʝˈow]
you're | [ʝˈowɾe]
your | [ʝˈowɾ]
ánimo | [ˈanimo]
árboles | [ˈaɾβoles]
él | [ˈɛl]
ðe | [dˈe]
ðel | [dˈel]
ðenˈunθja | [dˈe ˈe ˈɛne (en)stɹˈɛs(es) ˈu ˈɛne (en)θˈiːtə(es) xˈɔta ˈa]
ðespˈaθjo | [dˈe ˈe ˈɛse pˈe (en)stɹˈɛs(es) ˈa (en)θˈiːtə(es) xˈɔta ˈo]
ðinˈɛɾɔ | [dˈe ˈi ˈɛne (en)stɹˈɛs ˌəʊpənˈɛː ˈɑːtap ˌəʊpənˈɔː(es)]
ðiɾˈɛkto | [dˈe ˈi (en)ˈɑːtap stɹˈɛs ˌəʊpənˈɛː(es) kˈa tˈe ˈo]
ðɛɾˈɛtʃa | [dˈe (en)ˌəʊpənˈɛː ˈɑːtap stɹˈɛs ˌəʊpənˈɛː(es) tˈe (en)ˈɛʃ(es) ˈa]
ðˈe | [dˈe (en)stɹˈɛs(es) ˈe]
ðˈiθe | [dˈe (en)stɹˈɛs(es) ˈi (en)θˈiːtə(es) ˈe]
