# Complete Dutch Dictionary
# Generated from story and phrases
# Format: word | [IPA]
# Total words: 1837

aan | [ˈaːn]
relatie | [reːlˈaːtsi]
rennen | [rˈɛnən]
rent | [rˈɛnt]
repeat | [rˈeːpəˌɑt]
required | [rˈeːkvirˌɛt]
reservation | [rˌeːzərvaːʃˈɔn]
reservering | [rˌeːzərvˈɪːrɪŋ]
retour | [rˈeːtuːr]
richting | [rˈɪxtɪŋ]
right | [rˈɪxt]
rijdt | [rˈɛɪt]
rilt | [rˈɪlt]
risico | [rˈizikˌoː]
rode | [rˈoːdə]
roepend | [rˈupənt]
roept | [rˈupt]
rond | [rˈɔnt]
rondje | [rˈɔntjə]
rood | [rˈoːt]
room | [rˈoːm]
rot | [rˈɔt]
rotsen | [rˈɔtsən]
round-trip | [rˈʌʊndtrˈɪp]
rugzak | [rˈɵɣzɑk]
rugzakken | [rˈɵɣzɑkən]
rust | [rˈɵst]
rustig | [rˈɵstəx]
rustiger | [rˈɵstəɣər]
ruzie | [ryzˈi]
ruziën | [ryzˈiən]
rəsˈɛpt | [ˈɛr (en)ʃwˈɑː(nl) s (en)stɹˈɛs ˌəʊpənˈɛː(nl) pˈeː tˈeː]
rɛxtˈoːr | [ˈɛr (en)ˌəʊpənˈɛː(nl) ˈɪks tˈeː (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) ˈɛr]
rˈaːt | [ˈɛr (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) tˈeː]
rˈeːkənˌɪŋ | [ˈɛr (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛn (en)sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn]
rˈeːtuːr | [ˈɛr (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) tˈeː y (en)lˈɛŋθənd(nl) ˈɛr]
rˈizikˌoː | [ˈɛr (en)stɹˈɛs(nl) ˈiː zˈɛt ˈiː kˈaː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈoː (en)lˈɛŋθənd(nl)]
rˈɛxts | [ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɪks tˈeː s]
rˈɛɪs | [ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) s]
rˌeːzərvˈɪːrɪŋ | [ˈɛr (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈeː (en)lˈɛŋθənd(nl) zˈɛt (en)ʃwˈɑː(nl) ˈɛr fˈeː (en)stɹˈɛs smˈɔːlkˌapˈaɪ lˈɛŋθənd(nl) ˈɛr (en)smˈɔːlkˌapˈaɪ(nl) ˈɛn]
safe | [sˈaːfə]
salaris | [saːlˈaːrɪs]
salary | [sˈaːlaːrˌi]
saldo | [sˈɑldoː]
sale | [sˈaːlə]
samen | [sˈaːmən]
samenstellen | [sˈaːmənstˌɛlən]
sandwiches | [sˌɑndʋɪxˈɛs]
say | [sˈaːj]
saːlˈaːrɪs | [s ˈaː (en)lˈɛŋθənd(nl) ˈɛl (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛr (en)smˈɔːlkˌapˈaɪ(nl) s]
scheiden | [sxˈɛɪdən]
scheiding | [sxˈɛɪdɪŋ]
schijnt | [sxˈɛɪnt]
schikt | [sxˈɪkt]
schone | [sxˈoːnə]
schouder | [sxˈʌʊdər]
schreeuwt | [sxrˈeʊt]
schuilplaats | [sxœylplˈaːts]
schuldig | [sxˈɵldəx]
scène | [sˈɛnə]
scènes | [sˈɛnəs]
second | [səkˈɔnt]
seconde | [səkˈɔndə]
see | [sˈeː]
service | [sˈɵvəs]
seven | [sˈeːvən]
show | [ʃˈɔw]
sick | [sˈɪk]
simpel | [sˈɪmpəl]
situatie | [sˌityˈaːtsi]
size | [sˈizə]
sla | [slˈaː]
slaap | [slˈaːp]
slapen | [slˈaːpən]
slecht | [slˈɛxt]
sleutel | [slˈøːtəl]
slot | [slˈɔt]
slowly | [slˈɔʋli]
slˈøːtəl | [s ˈɛl (en)stɹˈɛs(nl) ˌoːstrˈeːp (en)lˈɛŋθənd(nl) tˈeː (en)ʃwˈɑː(nl) ˈɛl]
slˈɛxt | [s ˈɛl (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɪks tˈeː]
slˈɛʃ | [s ˈɛl (en)stɹˈɛs ˌəʊpənˈɛː ˈɛʃ(nl)]
smakelijk | [smˈaːkələk]
smalle | [smˈɑlə]
smˈaːkələk | [s ˈɛm (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛl (en)ʃwˈɑː(nl) kˈaː]
snel | [snˈɛl]
snˈɛl | [s ˈɛn (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛl]
so | [sˈoː]
so-so | [sˈoːsˈoː]
soep | [sˈup]
solides | [sˈoːlidəs]
someone | [sˈoːməˌoːnə]
soms | [sˈɔms]
soon | [sˈoːn]
sophie | [sɔphˈi]
sophie's | [sɔphˈis]
sorry | [sˈɔɾri]
speak | [(en)spˈiːk(nl)]
spijt | [spˈɛɪt]
spontaan | [spɔntˈaːn]
spreek | [sprˈeːk]
spreekt | [sprˈeːkt]
spreken | [sprˈeːkən]
springt | [sprˈɪŋt]
sprˈeːk | [s pˈeː ˈɛr (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) kˈaː]
sprˈeːkt | [s pˈeː ˈɛr (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) kˈaː tˈeː]
sprˈeːkən | [s pˈeː ˈɛr (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛn]
staan | [stˈaːn]
staat | [stˈaːt]
stad | [stˈɑt]
stappen | [stˈɑpən]
stapt | [stˈɑpt]
start | [stˈɑrt]
station | [staːʃˈɔn]
steeds | [stˈeːts]
steek | [stˈeːk]
steken | [stˈeːkən]
stem | [stˈɛm]
stenen | [stˈeːnən]
stengels | [stˈɛŋəls]
sterker | [stˈɛrkər]
stevig | [stˈeːvəx]
still | [stˈɪl]
stilte | [stˈɪltə]
stof | [stˈɔf]
stolen | [stˈoːlən]
stomachache | [stˌoːmɑxˈɑʃ]
stop | [stˈɔp]
stopt | [stˈɔpt]
stormen | [stˈɔrmən]
straat | [strˈaːt]
straatjes | [strˈaːtʲəs]
straight | [strˈɑjxt]
strak | [strˈɑk]
straten | [strˈaːtən]
stromend | [strˈoːmənt]
stroomt | [strˈoːmt]
stroopwafel | [strˌoːpʋaːfˈɛl]
stuk | [stˈɵk]
stˈeːts | [s tˈeː (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) tˈeː s]
succes | [sɵksˈɛs]
suiker | [sˈœykər]
swallowed | [sʋˈɑloːʋˌɛt]
səkˈɔndə | [s (en)ʃwˈɑː(nl) kˈaː (en)stɹˈɛs ˌəʊpənˈɔː(nl) ˈɛn dˈeː (en)ʃwˈɑː(nl)]
sɵksˈɛs | [s (en)ˌəʊbˈɑː(nl) kˈaː s (en)stɹˈɛs ˌəʊpənˈɛː(nl) s]
sˈɑldoː | [s (en)stɹˈɛs ˈalfə(nl) ˈɛl dˈeː ˈoː (en)lˈɛŋθənd(nl)]
sˈɔɾri | [s (en)stɹˈɛs ˌəʊpənˈɔː ˈɑːtap(nl) ˈɛr ˈiː]
sˈɵvəs | [s (en)stɹˈɛs ˌəʊbˈɑː(nl) fˈeː (en)ʃwˈɑː(nl) s]
table | [tˈɑblə]
tafel | [tˈaːfəl]
take | [tˈaːkə]
tas | [tˈɑs]
tassen | [tˈɑsən]
te | [tˈə]
tegen | [tˈeːɣən]
tegenover | [tˈeːɣənˌoːvər]
tekenen | [tˈeːkənən]
tekens | [tˈeːkəns]
telefoon | [tˌeːləfˈoːn]
telefoonnummer | [tˌeːləfˈoːnɵmər]
telefoons | [tˌeːləfˈoːns]
telt | [tˈɛlt]
temperatuur | [tˌɛmpɪːraːtˈyr]
terug | [tərˈɵx]
terugbetaling | [tərˈɵxbətˌaːlɪŋ]
teruggevonden | [tərˈɵxəvˌɔndən]
terugkeert | [tərˈɵxkˌɪːrt]
terugkeren | [tərˈɵxkˌɪːrən]
terwijl | [tˈɛrʋɛɪl]
tevoorschijn | [təvɔːrsxˈɛɪn]
thank | [tˈɑŋk]
that | [tˈɑt]
that's | [tˈɑts]
the | [ðˈə]
thee | [tˈeː]
there | [tˈɪːrə]
there's | [tˈɪːrəs]
this | [tˈɪs]
thuis | [tˈœys]
ticket | [tˈɪkɛt]
tijd | [tˈɛɪt]
time | [(en)tˈaɪm(nl)]
tip | [tˈɪp]
to | [tˈoː]
toch | [tˈɔx]
today | [tˈoːdaːj]
toe | [tˈu]
toekomst | [tˈukˌɔmst]
toekomsten | [tˈukˌɔmstən]
toelaat | [tˈulˌaːt]
toen | [tˈun]
toestemming | [tˈustˌɛmɪŋ]
toilet | [tʋɑlˈɛt]
toilets | [tʋɑlˈɛts]
tomaten | [toːmˈaːtən]
tomorrow | [tˈoːmɔɾrˌɔw]
tonen | [tˈɔnən]
too | [tˈoː]
toonbank | [tˈoːnbɑŋk]
toont | [tˈoːnt]
toppen | [tˈɔpən]
tot | [tˈɔt]
train | [trˈeːn]
tram | [trˈɑm]
transfer | [trˌɑnsfˈɛr]
transformatie | [trˌɑnsfɔrmˈaːtsi]
transformeer | [trˌɑnsfɔrmˈɪr]
transport | [trˌɑnspˈɔrt]
trein | [trˈɛɪn]
treinen | [trˈɛɪnən]
treinstation | [trˌɛɪnstaːʃˈɔn]
trekt | [trˈɛkt]
trillend | [trˈɪlənt]
trilt | [trˈɪlt]
trip | [trˈɪp]
trui | [trˈœy]
try | [trˈi]
trˈɛɪn | [tˈeː ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) ˈɛn]
trˌɛɪnstaːʃˈɔn | [tˈeː ˈɛr (en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) ˈɛn s tˈeː ˈaː (en)lˈɛŋθənd ˈɛʃ stɹˈɛs ˌəʊpənˈɔː(nl) ˈɛn]
tuin | [tˈœyn]
twee | [tʋˈeː]
twijfel | [tʋˈɛɪfəl]
twijfelde | [tʋˈɛɪfəldə]
twijfels | [tʋˈɛɪfəls]
twijfelt | [tʋˈɛɪfəlt]
two | [tʋˈoː]
tɑt | [tˈɑt]
tɔt | [tˈɔt]
tə | [tˈeː]
tərˈɵxbətˌaːlɪŋ | [tˈeː (en)ʃwˈɑː(nl) ˈɛr (en)stɹˈɛs ˌəʊbˈɑː(nl) ˈɪks bˈeː (en)ʃwˈɑː(nl) tˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛl (en)smˈɔːlkˌapˈaɪ(nl) ˈɛn]
tʋɑlˈɛt | [tˈeː (en)vˌiːhˈʊk ˈalfə(nl) ˈɛl (en)stɹˈɛs ˌəʊpənˈɛː(nl) tˈeː]
tʋˈeː | [tˈeː (en)vˌiːhˈʊk stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl)]
tˈaːfəl | [tˈeː (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛf (en)ʃwˈɑː(nl) ˈɛl]
tˈeːɣənˌoːvər | [tˈeː (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd ɡˈamə ʃwˈɑː(nl) ˈɛn (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈoː (en)lˈɛŋθənd(nl) fˈeː (en)ʃwˈɑː(nl) ˈɛr]
tˈustˌɛmɪŋ | [tˈeː (en)stɹˈɛs(nl) y s tˈeː (en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː(nl) ˈɛm (en)smˈɔːlkˌapˈaɪ(nl) ˈɛn]
tˈɑs | [tˈeː (en)stɹˈɛs ˈalfə(nl) s]
tˌeːləfˈoːnɵmər | [tˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛl (en)ʃwˈɑː(nl) ˈɛf (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) ˈɛn (en)ˌəʊbˈɑː(nl) ˈɛm (en)ʃwˈɑː(nl) ˈɛr]
uit | [ˈœyt]
uitdaging | [ˈœytdˌaːɣɪŋ]
uiteindelijk | [ˈœytˌɛɪndələk]
uitgeput | [ˈœytɣəpˌɵt]
uitgestrekt | [ˈœytɣəstrˌɛkt]
uitgewist | [ˈœytɣəʋˌɪst]
uitlaat | [ˈœytlˌaːt]
uitrusting | [ˈœytrˌɵstɪŋ]
uitstapt | [ˈœytstˌɑpt]
uitstekend | [ˈœytstˌeːkənt]
uitzicht | [ˈœytzˌɪxt]
understand | [ˈɵndərstˌɑnt]
uren | [ˈyrən]
urenlang | [ˈyrənlˌɑŋ]
used | [ˈyzɛt]
utilities | [ˌytilˈitsis]
uur | [ˈyr]
uw | [ˈyʊ]
vader | [vˈaːdər]
vallei | [vˈɑlɛɪ]
van | [vˈɑn]
vanavond | [vɑnˈaːvɔnt]
vandaag | [vɑndˈaːx]
vannacht | [vɑnnˈɑxt]
vanochtend | [vɑnˈɔxtənt]
vast | [vˈɑst]
vastberadenheid | [vˈɑstbɪːrˌaːdənhˌɛɪt]
veel | [vˈeːl]
vegetarian | [vˈeːɣətˌaːriˌɑn]
vegetariër | [vˈeːɣətˌaːriər]
veilig | [vˈɛɪləx]
veilige | [vˈɛɪləɣə]
veiligheid | [vˈɛɪləxhˌɛɪt]
ver | [vˈɛr]
veranderd | [vərˈɑndərt]
veranderen | [vərˈɑndərən]
verandering | [vərˈɑndərˌɪŋ]
verbinding | [vərbˈɪndɪŋ]
verder | [vˈɛrdər]
verdwaald | [vərdʋˈaːlt]
verdwenen | [vərdʋˈeːnən]
verdwijnt | [vərdʋˈɛɪnt]
vereist | [vərˈɛɪst]
vereiste | [vərˈɛɪstə]
vergeef | [vərɣˈeːf]
vergeeft | [vərɣˈeːft]
vergeet | [vərɣˈeːt]
vergeten | [vərɣˈeːtən]
vergoed | [vərɣˈut]
verhaal | [vərhˈaːl]
verhalen | [vərhˈaːlən]
verhogen | [vərhˈoːɣən]
verjaardag | [vərjˈaːrdˌɑx]
verkeerd | [vərkˈɪːrt]
verkennen | [vərkˈɛnən]
verlangen | [vərlˈɑŋən]
verlaten | [vərlˈaːtən]
verlicht | [vərlˈɪxt]
verlies | [vərlˈis]
verliest | [vərlˈist]
verliezen | [vərlˈizən]
vermengt | [vərmˈɛŋt]
vermoeide | [vərmˈujdə]
vermogen | [vərmˈoːɣən]
verrast | [vərrˈɑst]
vers | [vˈɛrs]
verschijnt | [vərsxˈɛɪnt]
verschrikkelijk | [vərsxrˈɪkələk]
verspreidt | [vərsprˈɛɪt]
verte | [vˈɛrtə]
vertellen | [vərtˈɛlən]
vertraagd | [vərtrˈaːxt]
vertrek | [vərtrˈɛk]
vertrekken | [vərtrˈɛkən]
vertrekt | [vərtrˈɛkt]
vertrokken | [vərtrˈɔkən]
vertrouwen | [vərtrˈʌʊən]
vervagen | [vərvˈaːɣən]
vervoer | [vərvˈur]
vervolgen | [vərvˈɔlɣən]
verwelkomt | [vərʋˈɛlkɔmt]
verwijt | [vərʋˈɛɪt]
very | [vərˈɛɪ]
verzamel | [vərzˈaːməl]
verzekering | [vərzˈeːkərˌɪŋ]
vier | [vˈir]
vierde | [vˈirdə]
vijf | [vˈɛɪf]
vijftien | [vɛɪftˈin]
vinden | [vˈɪndən]
vindt | [vˈɪnt]
vlam | [vlˈɑm]
vlammetje | [vlˈɑmɛtʲə]
vlucht | [vlˈɵxt]
vluchten | [vlˈɵxtən]
vlˈɵxt | [fˌeːˌɛl(en)stɹˈɛsˌəʊbˌɑː(nl)ˈɪkstˌeː]
vochtig | [vˈɔxtəx]
voeden | [vˈudən]
voel | [vˈul]
voelen | [vˈulən]
voelend | [vˈulənt]
voelt | [vˈult]
vol | [vˈɔl]
volg | [vˈɔlx]
volgen | [vˈɔlɣən]
volgende | [vˈɔlɣəndə]
volgt | [vˈɔlxt]
volledig | [vɔlˈeːdəx]
vond | [vˈɔnt]
voor | [vˈɔːr]
voorbij | [vˈɔːrbˌɛɪ]
voorbijgaande | [vˈɔːrbɛɪɣˌaːndə]
voorbijglijdende | [vˈɔːrbɛɪɣlˌɛɪdəndə]
voorbijlopen | [vˈɔːrbɛɪlˌoːpən]
voordat | [vˈɔːrdɑt]
voorheen | [vˈɔːrhˌeːn]
vooruit | [vˈɔːrœyt]
voorwerpen | [vˈɔːrʋɛrpən]
voorzichtig | [vˌɔːrzˈɪxtəx]
vorm | [vˈɔrm]
vraag | [vrˈaːx]
vraagt | [vrˈaːxt]
vragen | [vrˈaːɣən]
vreemd | [vrˈeːmt]
vreemde | [vrˈeːmdə]
vreselijk | [vrˈeːsələk]
vriendelijkheid | [vrˈindələkhˌɛɪt]
vries | [vrˈis]
vrij | [vrˈɛɪ]
vrije | [vrˈɛɪə]
vrolijk | [vrˈoːlək]
vrouw | [vrˈʌʊ]
vrˈoːlək | [fˈeː ˈɛr (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) ˈɛl (en)ʃwˈɑː(nl) kˈaː]
vrˈɛɪ | [fˈeː ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl)]
vult | [vˈɵlt]
vuur | [vˈyr]
vɑn | [vˈɑn]
vɑndˈaːx | [fˈeː (en)ˈalfə(nl) ˈɛn dˈeː (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɪks]
vɔːr | [fˈeː (en)ˌəʊpənˈɔː lˈɛŋθənd(nl) ˈɛr]
vərbˈɪndɪŋ | [fˈeː (en)ʃwˈɑː(nl) ˈɛr bˈeː (en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn dˈeː (en)smˈɔːlkˌapˈaɪ(nl) ˈɛn]
vərdʋˈaːlt | [fˈeː (en)ʃwˈɑː(nl) ˈɛr dˈeː (en)vˌiːhˈʊk stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛl tˈeː]
vərhˈoːɣən | [fˈeː (en)ʃwˈɑː(nl) ˈɛr hˈaː (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd ɡˈamə ʃwˈɑː(nl) ˈɛn]
vərjˈaːrdˌɑx | [fˈeː (en)ʃwˈɑː(nl) ˈɛr jˈeː (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛr dˈeː (en)sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) ˈɪks]
vərtrˈaːxt | [fˈeː (en)ʃwˈɑː(nl) ˈɛr tˈeː ˈɛr (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɪks tˈeː]
vərtrˈɛk | [fˈeː (en)ʃwˈɑː(nl) ˈɛr tˈeː ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː(nl) kˈaː]
vərvˈur | [fˈeː (en)ʃwˈɑː(nl) ˈɛr fˈeː (en)stɹˈɛs(nl) y ˈɛr]
vərzˈeːkərˌɪŋ | [fˈeː (en)ʃwˈɑː(nl) ˈɛr zˈɛt (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛr (en)sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn]
vərɣˈud | [fˈeː (en)ʃwˈɑː(nl) ˈɛr (en)ɡˈamə stɹˈɛs(nl) y dˈeː]
vərˈɛɪstə | [fˈeː (en)ʃwˈɑː(nl) ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) s tˈeː (en)ʃwˈɑː(nl)]
vˈeːl | [fˈeː (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛl]
vˈeːɣətˌaːriər | [fˈeː (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd ɡˈamə ʃwˈɑː(nl) tˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛr ˈiː (en)ʃwˈɑː(nl) ˈɛr]
vˈul | [fˈeː (en)stɹˈɛs(nl) y ˈɛl]
vˈɔlɣəndə | [fˈeː (en)stɹˈɛs ˌəʊpənˈɔː(nl) ˈɛl (en)ɡˈamə ʃwˈɑː(nl) ˈɛn dˈeː (en)ʃwˈɑː(nl)]
vˈɔːrʋɛrpən | [fˈeː (en)stɹˈɛs ˌəʊpənˈɔː lˈɛŋθənd(nl) ˈɛr (en)vˌiːhˈʊk ˌəʊpənˈɛː(nl) ˈɛr pˈeː (en)ʃwˈɑː(nl) ˈɛn]
vˈɛr | [fˈeː (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛr]
vˈɛɪləx | [fˈeː (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) ˈɛl (en)ʃwˈɑː(nl) ˈɪks]
waait | [ʋˈaːjt]
waar | [ʋˈaːr]
waarbij | [ʋaːrbˈɛɪ]
waarheid | [ʋˈaːrhɛɪt]
waarin | [ʋˈaːrɪn]
waarom | [ʋˈaːrɔm]
waarover | [ʋˈaːroːvər]
wacht | [ʋˈɑxt]
wachten | [ʋˈɑxtən]
wagon | [ʋaːɣˈɔn]
wake | [ʋˈaːkə]
wandelen | [ʋˈɑndələn]
wandeling | [ʋˈɑndəlˌɪŋ]
wandelingen | [ʋˈɑndəlˌɪŋən]
wandelroutes | [ʋˈɑndɛlrˌutəs]
wanhoop | [ʋˈɑnhˌoːp]
wanhopig | [ʋɑnhˈoːpəx]
wanneer | [ʋɑnˈɪr]
waren | [ʋˈaːrən]
warm | [ʋˈɑrm]
warme | [ʋˈɑrmə]
warmere | [ʋˈɑrmərə]
warmte | [ʋˈɑrmtə]
was | [ʋˈɑs]
wasn't | [ʋˈɑsnt]
wat | [ʋˈɑt]
watch | [ʋˈɑtx]
water | [ʋˈaːtər]
way | [ʋˈaːj]
we | [ʋˈə]
week | [ʋˈeːk]
weemoed | [ʋeːmˈut]
weer | [ʋˈɪːr]
wees | [ʋˈeːs]
weet | [ʋˈeːt]
weg | [ʋˈɛx]
wegen | [ʋˈeːɣən]
wekken | [ʋˈɛkən]
wel | [ʋˈɛl]
welcome | [ʋɛlkˈoːmə]
welk | [ʋˈɛlk]
welke | [ʋˈɛlkə]
welkom | [ʋˈɛlkɔm]
well | [ʋˈɛl]
werd | [ʋˈɛrt]
werk | [ʋˈɛrk]
werkt | [ʋˈɛrkt]
weten | [ʋˈeːtən]
what | [ʋhˈɑt]
what's | [ʋhˈɑts]
when | [ʋhˈɛn]
where | [ʋhˈɪːrə]
wie | [ʋˈi]
wij | [ʋˈɛɪ]
wijn | [ʋˈɛɪn]
wijnwinkel | [ʋˌɛɪnʋɪŋkˈɛl]
wijst | [ʋˈɛɪst]
wijzen | [ʋˈɛɪzən]
wil | [ʋˈɪl]
wild | [ʋˈɪlt]
wilde | [ʋˈɪldə]
willen | [ʋˈɪlən]
willingly | [ʋˈɪlɪŋlˌi]
wind | [ʋˈɪnt]
winkel | [ʋˈɪŋkəl]
winkelen | [ʋˈɪŋkələn]
winkelier | [ʋˌɪŋkəlˈir]
winters | [ʋˈɪntərs]
wisselgeld | [ʋˈɪsɛlɣəlt]
wisselkoers | [ʋˌɪsɛlkˈurs]
with | [ʋˈɪt]
withdrawal | [ʋˈɪtdraːʋˌɑl]
witheid | [ʋˈɪtɛɪt]
without | [ʋˈɪtʌʊt]
wolken | [ʋˈɔlkən]
wonder | [ʋˈɔndər]
woon | [ʋˈoːn]
woorden | [ʋˈɔːrdən]
worden | [ʋˈɔrdən]
wordt | [ʋˈɔrt]
work | [ʋˈɔrk]
would | [ʋˈʌʊlt]
wrijft | [vrˈɛɪft]
year | [jˈeːɑr]
yes | [jˈeːs]
yesterday | [jˈɛstərdˌaːj]
yet | [jˈɛt]
you | [jˈʌʊ]
you're | [jˈʌʊrə]
your | [jˈʌʊr]
yʊ | [ˈɛɪ (en)ˈʊpsɪlˌɒn(nl)]
zacht | [zˈɑxt]
zachtjes | [zˈɑxtʲəs]
zak | [zˈɑk]
zakken | [zˈɑkən]
zaklamp | [zˈɑklɑmp]
zal | [zˈɑl]
ze | [zˈə]
zee | [zˈeː]
zeg | [zˈɛx]
zeggen | [zˈɛɣən]
zegt | [zˈɛxt]
zei | [zˈɛɪ]
zeker | [zˈeːkər]
zekere | [zˈeːkərə]
zekerheid | [zˈeːkərhˌɛɪt]
zelf | [zˈɛlf]
zelfs | [zˈɛlfs]
zelfverzekerd | [zˈɛlfvərzˌeːkɛrt]
zestig | [zˈɛstəx]
zeven | [zˈeːvən]
zich | [zˈɪx]
zichzelf | [zɪxsˈɛlf]
zie | [zˈi]
ziek | [zˈik]
zien | [zˈin]
ziens | [zˈins]
ziet | [zˈit]
zij | [zˈɛɪ]
zijde | [zˈɛɪdə]
zijn | [zˈɛɪn]
zit | [zˈɪt]
zitten | [zˈɪtən]
zittend | [zˈɪtənt]
zo | [zˈoː]
zodra | [zɔdrˈaː]
zoek | [zˈuk]
zoeken | [zˈukən]
zoekt | [zˈukt]
zoekteam | [zˈuktiːm]
zon | [zˈɔn]
zonder | [zˈɔndər]
zonsopgang | [zˈɔnsɔpɣˌɑŋ]
zorgen | [zˈɔrɣən]
zou | [zˈʌʊ]
zouden | [zˈʌʊdən]
zoveel | [zoːvˈeːl]
zozo | [zoːzˈoː]
zoːzˈoː | [zˈɛt ˈoː (en)lˈɛŋθənd(nl) zˈɛt (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl)]
zucht | [zˈɵxt]
zullen | [zˈɵlən]
zult | [zˈɵlt]
zwaaien | [zʋˈaːjən]
zwaait | [zʋˈaːjt]
zwart | [zʋˈɑrt]
zɛɪn | [zˈɛt (en)ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) ˈɛn]
zʌʊ | [zˌɛt(en)tˌɜːndvˌiːˈʊpsɪlˌɒn(nl)]
zˈeːvən | [zˈɛt (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) fˈeː (en)ʃwˈɑː(nl) ˈɛn]
zˈik | [zˈɛt (en)stɹˈɛs(nl) ˈiː kˈaː]
zˈins | [zˈɛt (en)stɹˈɛs(nl) ˈiː ˈɛn s]
zˈuk | [zˈɛt (en)stɹˈɛs(nl) y kˈaː]
zˈɔndər | [zˈɛt (en)stɹˈɛs ˌəʊpənˈɔː(nl) ˈɛn dˈeː (en)ʃwˈɑː(nl) ˈɛr]
zˈɛx | [zˈɛt (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɪks]
één | [ˈeːn]
ɑls | [ˈɑls]
ɑlˈɛrɣis | [(en)ˈalfə(nl) ˈɛl (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛr (en)ɡˈamə(nl) ˈiː s]
ɔf | [ˈɔf]
ɔm | [ˈɔm]
ɔntbˈɛɪt | [(en)ˌəʊpənˈɔː(nl) ˈɛn tˈeː bˈeː (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) tˈeː]
ɔntvˈɑŋən | [(en)ˌəʊpənˈɔː(nl) ˈɛn tˈeː fˈeː (en)stɹˈɛs ˈalfə(nl) ˈɛn (en)ʃwˈɑː(nl) ˈɛn]
